Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
F. Coquelin,Nantes,100,87,4,1,0,1,232,5,
B. André,Lille,1882,1579,154,3,16,5,2693,21,
R. Cabella,Nantes,683,593,5,2,60,5,1032,26,
G. Kondogbia,Olympique de Marseille,1790,1658,79,0,4,0,2021,5,
B. Stambouli,Metz,139,110,25,0,1,0,227,1,
P. Højbjerg,Olympique de Marseille,2866,2658,99,4,19,4,2666,44,
T. Minamino,AS Monaco,693,509,32,3,23,9,2236,40,
T. Savanier,Montpellier,1246,959,266,5,194,15,2268,67,
P. Capelle,Angers,221,183,17,0,10,3,489,5,
A. Thomasson,RC Lens,1541,1293,79,7,58,8,2621,56,
F. Tardieu,Saint-Étienne,978,856,75,4,21,1,1190,19,
M. Sanson,Nice,102,82,10,0,4,0,235,1,
G. Kamara,Stade Rennais,409,371,12,1,0,0,660,5,
A. Golovin,AS Monaco,624,493,69,0,21,3,1153,22,
J. Gbamin,Metz,115,90,7,0,0,0,221,0,
C. Tolisso,Olympique Lyonnais,1539,1325,93,4,32,8,2340,32,
B. Santamaria,Stade Rennais,769,641,67,1,7,1,1421,13,
N. Bentaleb,Lille,237,209,22,0,6,0,335,1,
R. Aguilar,RC Lens,669,558,41,2,47,4,1129,11,
H. Belkebla,Angers,822,725,50,1,3,1,1795,5,
V. Rongier,Stade Rennais,1383,1256,37,1,7,2,1587,11,
D. Zakaria,AS Monaco,1164,1058,45,4,7,4,2149,16,
F. Ruiz,Paris Saint-Germain,1575,1433,92,5,27,9,1917,37,
O. Mangala,Olympique Lyonnais,30,28,3,0,1,0,68,1,
J. Clauss,Nice,1036,803,82,8,190,14,2311,55,
D. Machado,Nantes,720,627,34,4,51,5,1793,20,
R. Del Castillo,Stade Brestois,564,429,39,4,103,8,1266,37,
G. Hein,Metz,185,164,14,1,22,0,300,12,
T. Ndombélé,Nice,469,414,22,2,3,3,1140,19,
A. Nordin,Stade Rennais,281,213,7,0,35,1,1163,14,
H. Magnetti,Stade Brestois,1049,906,80,0,18,0,2335,6,
A. Gomes,Olympique de Marseille,351,289,19,1,10,4,737,14,
K. Diatta,AS Monaco,265,211,19,0,15,1,510,4,
Vitinha,Paris Saint-Germain,2352,2206,178,1,20,4,2023,27,
J. Deminguet,Metz,93,77,12,0,5,0,219,2,
K. Nakamura,Stade de Reims,759,595,55,2,59,5,2870,26,
M. Camara,Stade Rennais,1134,998,36,3,46,3,2669,26,
K. Lee,Paris Saint-Germain,1162,1069,57,6,94,16,1665,57,
A. Abdi,Nice,512,404,32,2,51,4,1417,20,
S. Diop,Nice,527,427,31,4,33,6,1066,25,
H. Abdelli,Olympique de Marseille,1602,1355,96,1,44,5,2848,39,
S. Nanasi,RC Strasbourg,735,617,23,4,66,12,2122,38,
J. Lepenant,Olympique Lyonnais,700,572,37,1,16,2,2063,8,
O. Sahraoui,Lille,589,502,10,3,12,7,1292,29,
J. Chotard,Stade Brestois,786,664,95,0,29,0,1800,7,
H. Boudaoui,Nice,1112,938,64,3,17,6,2438,22,
A. Moueffek,Saint-Étienne,392,333,11,1,4,2,1042,10,
M. Gbane,Stade de Reims,572,483,54,1,2,1,1292,7,
T. Tessmann,Olympique Lyonnais,747,677,68,0,14,1,1261,7,
J. Patrick,Stade de Reims,257,202,22,0,5,0,631,1,
Q. Merlin,Stade Rennais,926,805,38,3,95,5,1602,25,
B. Old,Saint-Étienne,124,104,5,0,19,1,523,9,
I. Miladinović,Saint-Étienne,14,12,1,0,0,0,27,0,
T. Louchet,Nice,363,317,27,0,35,1,780,15,
M. Akliouche,AS Monaco,1137,965,46,10,53,15,2409,51,
T. Le Bris,Lorient,13,10,0,0,0,0,24,0,
I. Koné,Olympique de Marseille,382,330,32,1,5,4,829,9,
A. Camblan,Stade Brestois,6,3,0,0,1,0,31,0,
H. Arnar Haraldsson,Lille,875,724,41,3,59,6,1765,35,
W. Zaïre-Emery,Paris Saint-Germain,1602,1495,51,2,9,4,2040,18,
D. Doué,Paris Saint-Germain,1025,883,44,6,78,16,1724,55,
K. Doumbia,Stade Brestois,640,548,42,2,48,4,1328,26,
M. Adeline,Troyes,10,8,1,0,0,0,25,0,
L. Mouton,Angers,523,433,41,1,21,2,1042,17,
J. Neves,Paris Saint-Germain,1560,1440,81,7,15,9,1845,32,
Y. Belkhdim,Angers,467,390,28,1,16,2,1515,5,
J. Mwanga,RC Strasbourg,568,491,70,2,21,2,1252,9,
K. Fayad,Montpellier,487,418,42,0,20,0,1018,7,
L. Camara,AS Monaco,1339,1171,113,7,117,7,2056,44,
N. Mukau,Lille,635,571,16,1,5,0,1218,12,
E. Mbappé,Lille,125,99,3,0,14,4,236,6,
M. Diawara,Olympique Lyonnais,232,198,17,1,5,0,609,7,
DTD. Tabibou,Nantes,17,9,2,0,2,1,54,2,
MCM. Coulibaly,AS Monaco,0,0,0,0,0,0,0,0,
D. Cissé,Stade Rennais,588,518,69,0,3,0,1074,5,
S. Mayulu,Paris Saint-Germain,428,385,14,2,9,3,811,12,
A. Sishuba,Montpellier,0,0,0,0,0,0,2,0,
A. Bouaddi,Lille,548,483,25,1,3,2,1154,5,
H. Makalou,Stade Brestois,18,17,0,0,0,0,40,0,
SES. El Mourabet,RC Strasbourg,0,0,0,0,0,0,0,0,
TCT. Chennahi,Montpellier,53,48,1,0,2,0,184,1,
G. Yassine,RC Strasbourg,15,10,1,0,0,0,82,0,
ABA. Bamba,AS Monaco,0,0,0,0,0,0,0,0,
AOA. Ouattara,RC Strasbourg,78,73,5,1,0,1,161,1,
