,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90
32,35,Defender,2. Bundesliga,A. Gantenbein,FC Schalke 04,25,965,2,9.0,2,1,29,30,16,14,2,63,401,323,27,26,4,16,0.0,0.09,0.19,3,0.28,0.84,0.19,5.88,37.4,30.12,2.52,2.42,0.37,1.49,2.7,2.8,1.49,1.31,0.19,0.0
33,37,Defender,2. Bundesliga,B. Ezeh,Hannover 96,21,554,1,3.0,0,0,8,14,10,10,1,28,169,122,12,36,1,9,0.0,0.0,0.16,1,0.16,0.49,0.0,4.55,27.45,19.82,1.95,5.85,0.16,1.46,1.3,2.27,1.62,1.62,0.16,0.0
34,38,Defender,2. Bundesliga,M. Maglica,Darmstadt 98,27,413,0,9.0,4,0,13,32,3,14,1,30,261,212,48,2,0,2,0.0,0.0,0.0,0,0.0,1.96,0.87,6.54,56.88,46.2,10.46,0.44,0.0,0.44,2.83,6.97,0.65,3.05,0.22,0.0
35,40,Defender,2. Bundesliga,W. Mikelbrencis,Hamburger SV,28,1666,2,17.0,6,0,38,50,12,6,2,70,817,667,91,57,8,22,0.0,0.0,0.11,2,0.11,0.92,0.32,3.78,44.14,36.03,4.92,3.08,0.43,1.19,2.05,2.7,0.65,0.32,0.11,0.0
36,41,Defender,2. Bundesliga,C. Brackelmann,SC Paderborn 07,23,1688,0,27.0,7,3,25,123,25,54,6,89,1163,959,217,9,0,6,0.0,0.16,0.0,3,0.16,1.44,0.37,4.75,62.01,51.13,11.57,0.48,0.0,0.32,1.33,6.56,1.33,2.88,0.32,0.0
37,42,Defender,2. Bundesliga,F. Gruber,1. FC Nürnberg,13,660,0,3.0,1,1,8,47,9,24,2,35,412,357,37,1,0,1,0.0,0.14,0.0,1,0.14,0.41,0.14,4.77,56.18,48.68,5.05,0.14,0.0,0.14,1.09,6.41,1.23,3.27,0.27,0.0
38,44,Defender,2. Bundesliga,T. Lasse Scheller,SC Paderborn 07,32,2291,0,14.0,5,1,43,81,14,29,4,107,1385,1230,154,10,0,9,0.0,0.04,0.0,1,0.04,0.55,0.2,4.2,54.41,48.32,6.05,0.39,0.0,0.35,1.69,3.18,0.55,1.14,0.16,0.0
39,50,Defender,2. Bundesliga,F. Sánchez,FC Schalke 04,28,383,0,4.0,0,0,8,13,11,12,1,27,284,250,41,2,0,0,0.0,0.0,0.0,0,0.0,0.94,0.0,6.34,66.74,58.75,9.63,0.47,0.0,0.0,1.88,3.05,2.58,2.82,0.23,0.0
40,52,Defender,2. Bundesliga,N. Seidel,SSV Jahn Regensburg,31,415,0,4.0,1,0,6,21,5,13,1,23,264,221,34,0,0,0,0.0,0.0,0.0,0,0.0,0.87,0.22,4.99,57.25,47.93,7.37,0.0,0.0,0.0,1.3,4.55,1.08,2.82,0.22,0.0
41,53,Defender,2. Bundesliga,L. Wurm,SSV Jahn Regensburg,24,1777,0,12.0,4,1,44,100,31,45,4,114,663,509,127,8,1,6,0.0,0.05,0.0,1,0.05,0.61,0.2,5.77,33.58,25.78,6.43,0.41,0.05,0.3,2.23,5.06,1.57,2.28,0.2,0.0
42,56,Defender,2. Bundesliga,R. Pinto Pedrosa,Karlsruher SC,29,373,1,1.0,0,0,13,7,2,4,1,33,97,74,11,8,0,2,0.0,0.0,0.24,1,0.24,0.24,0.0,7.96,23.4,17.86,2.65,1.93,0.0,0.48,3.14,1.69,0.48,0.97,0.24,0.0
43,57,Defender,2. Bundesliga,J. Pauli,SG Dynamo Dresden,21,1213,0,6.0,0,0,27,38,16,14,4,51,790,703,57,3,1,2,0.0,0.0,0.0,0,0.0,0.45,0.0,3.78,58.62,52.16,4.23,0.22,0.07,0.15,2.0,2.82,1.19,1.04,0.3,0.0
44,59,Forward,2. Bundesliga,A. Grimaldi,1. FC Nürnberg,29,1093,3,57.0,22,8,6,17,1,70,10,100,228,157,6,4,4,21,0.0,0.66,0.25,11,0.91,4.69,1.81,8.23,18.77,12.93,0.49,0.33,0.33,1.73,0.49,1.4,0.08,5.76,0.82,0.0
45,60,Forward,2. Bundesliga,H. Nielsen,Hannover 96,31,1399,3,39.0,10,2,26,27,3,66,12,121,342,233,9,6,4,18,0.0,0.13,0.19,5,0.32,2.51,0.64,7.78,22.0,14.99,0.58,0.39,0.26,1.16,1.67,1.74,0.19,4.25,0.77,0.0
46,61,Forward,2. Bundesliga,A. Voglsammer,F.C. Hansa Rostock,33,958,1,27.0,10,3,6,13,2,17,8,30,204,135,10,13,1,13,0.0,0.28,0.09,4,0.38,2.54,0.94,2.82,19.16,12.68,0.94,1.22,0.09,1.22,0.56,1.22,0.19,1.6,0.75,0.0
47,62,Forward,2. Bundesliga,B. Zivzivadze,1. FC Heidenheim,17,1463,3,56.0,18,12,15,12,8,26,17,88,313,238,14,5,6,16,0.0,0.74,0.18,15,0.92,3.44,1.11,5.41,19.25,14.64,0.86,0.31,0.37,0.98,0.92,0.74,0.49,1.6,1.05,0.0
48,63,Forward,2. Bundesliga,K. Karaman,FC Schalke 04,29,2492,4,84.0,29,13,13,16,5,54,27,151,760,603,43,7,4,46,0.0,0.47,0.14,17,0.61,3.03,1.05,5.45,27.45,21.78,1.55,0.25,0.14,1.66,0.47,0.58,0.18,1.95,0.98,0.0
49,64,Forward,2. Bundesliga,R. Glatzel,Hamburger SV,15,677,1,29.0,16,10,6,12,2,13,4,40,120,94,5,1,1,11,0.0,1.33,0.13,11,1.46,3.86,2.13,5.32,15.95,12.5,0.66,0.13,0.13,1.46,0.8,1.6,0.27,1.73,0.53,0.0
50,65,Forward,2. Bundesliga,S. Michel,SC Paderborn 07,27,1431,2,43.0,9,4,13,20,3,23,13,59,323,216,17,42,7,20,0.0,0.25,0.13,6,0.38,2.7,0.57,3.71,20.31,13.58,1.07,2.64,0.44,1.26,0.82,1.26,0.19,1.45,0.82,0.0
51,66,Forward,2. Bundesliga,F. Schleusener,Karlsruher SC,30,2172,1,44.0,20,6,18,16,6,34,9,87,377,270,10,28,1,22,0.0,0.25,0.04,7,0.29,1.82,0.83,3.6,15.62,11.19,0.41,1.16,0.04,0.91,0.75,0.66,0.25,1.41,0.37,0.0
52,67,Forward,2. Bundesliga,C. Kühlwetter,SSV Jahn Regensburg,31,2357,0,49.0,9,3,50,38,25,43,19,154,628,435,113,26,1,20,0.0,0.11,0.0,3,0.11,1.87,0.34,5.88,23.98,16.61,4.31,0.99,0.04,0.76,1.91,1.45,0.95,1.64,0.73,0.0
53,68,Forward,2. Bundesliga,V. Vermeij,SG Dynamo Dresden,22,430,1,14.0,2,1,4,4,1,29,3,39,116,74,2,2,1,10,0.0,0.21,0.21,2,0.42,2.93,0.42,8.16,24.28,15.49,0.42,0.42,0.21,2.09,0.84,0.84,0.21,6.07,0.63,0.0
54,69,Forward,2. Bundesliga,J. Dompé,Hamburger SV,32,2402,12,59.0,27,9,11,9,2,1,11,113,808,686,18,184,21,69,0.0,0.34,0.45,21,0.79,2.21,1.01,4.23,30.27,25.7,0.67,6.89,0.79,2.59,0.41,0.34,0.07,0.04,0.41,0.0
55,70,Forward,2. Bundesliga,L. Marseiler,Darmstadt 98,32,1429,5,20.0,6,3,23,12,9,11,6,108,326,213,27,85,11,37,0.0,0.19,0.31,8,0.5,1.26,0.38,6.8,20.53,13.41,1.7,5.35,0.69,2.33,1.45,0.76,0.57,0.69,0.38,0.0
56,71,Forward,2. Bundesliga,I. Lidberg,Darmstadt 98,28,2229,5,63.0,32,14,9,8,3,54,10,109,414,296,10,19,3,23,0.0,0.57,0.2,19,0.77,2.54,1.29,4.4,16.72,11.95,0.4,0.77,0.12,0.93,0.36,0.32,0.12,2.18,0.4,0.0
57,72,Forward,2. Bundesliga,S. Tigges,SC Paderborn 07,24,280,0,9.0,3,0,3,9,0,30,2,35,77,50,3,3,2,5,0.0,0.0,0.0,0,0.0,2.89,0.96,11.25,24.75,16.07,0.96,0.96,0.64,1.61,0.96,2.89,0.0,9.64,0.64,0.0
58,74,Forward,2. Bundesliga,B. Jatta,Hamburger SV,14,421,1,3.0,0,0,15,6,3,8,1,32,153,112,4,8,1,5,0.0,0.0,0.21,1,0.21,0.64,0.0,6.84,32.71,23.94,0.86,1.71,0.21,1.07,3.21,1.28,0.64,1.71,0.21,0.0
59,75,Forward,2. Bundesliga,M. Kaars,FC St. Pauli,27,2428,3,61.0,32,12,8,12,6,15,10,37,361,296,11,13,3,20,0.0,0.44,0.11,15,0.56,2.26,1.19,1.37,13.38,10.97,0.41,0.48,0.11,0.74,0.3,0.44,0.22,0.56,0.37,0.0
60,76,Forward,2. Bundesliga,M. Sylla,FC Schalke 04,27,2216,0,59.0,31,16,10,7,3,47,10,83,380,281,18,22,1,21,0.0,0.65,0.0,16,0.65,2.4,1.26,3.37,15.43,11.41,0.73,0.89,0.04,0.85,0.41,0.28,0.12,1.91,0.41,0.0
61,77,Forward,2. Bundesliga,BLB. Lasme,FC Schalke 04,7,73,0,5.0,2,0,0,0,0,4,1,7,14,7,1,1,0,1,0.0,0.0,0.0,0,0.0,6.16,2.47,8.63,17.26,8.63,1.23,1.23,0.0,1.23,0.0,0.0,0.0,4.93,1.23,0.0
62,79,Forward,2. Bundesliga,F. Hornby,Darmstadt 98,30,1932,2,72.0,29,12,15,31,4,64,18,117,511,382,45,14,3,26,0.0,0.56,0.09,14,0.65,3.35,1.35,5.45,23.8,17.8,2.1,0.65,0.14,1.21,0.7,1.44,0.19,2.98,0.84,0.0
63,80,Forward,2. Bundesliga,M. Kaufmann,1. FC Heidenheim,15,834,1,14.0,4,1,7,7,2,32,1,68,196,122,21,10,4,13,0.0,0.11,0.11,2,0.22,1.51,0.43,7.34,21.15,13.17,2.27,1.08,0.43,1.4,0.76,0.76,0.22,3.45,0.11,0.0
64,81,Forward,2. Bundesliga,C. Joe Conteh,1. FC Heidenheim,17,421,1,12.0,1,0,5,6,5,1,4,22,125,79,12,7,2,11,0.0,0.0,0.21,1,0.21,2.57,0.21,4.7,26.72,16.89,2.57,1.5,0.43,2.35,1.07,1.28,1.07,0.21,0.86,0.0
65,82,Forward,2. Bundesliga,F. Bilbija,SC Paderborn 07,32,2496,7,59.0,32,9,37,18,16,32,9,138,552,451,17,20,7,27,0.0,0.32,0.25,16,0.58,2.13,1.15,4.98,19.9,16.26,0.61,0.72,0.25,0.97,1.33,0.65,0.58,1.15,0.32,0.0
66,83,Forward,2. Bundesliga,R. Philippe,Hamburger SV,35,2934,5,91.0,40,14,18,12,7,17,23,104,576,405,28,112,8,64,0.0,0.43,0.15,19,0.58,2.79,1.23,3.19,17.67,12.42,0.86,3.44,0.25,1.96,0.55,0.37,0.21,0.52,0.71,0.0
67,84,Forward,2. Bundesliga,F. Lakenmacher,Darmstadt 98,34,880,4,21.0,11,1,10,8,1,26,3,57,253,178,11,5,2,15,0.0,0.1,0.41,5,0.51,2.15,1.12,5.83,25.87,18.2,1.12,0.51,0.2,1.53,1.02,0.82,0.1,2.66,0.31,0.0
68,85,Forward,2. Bundesliga,R. Yeboah Königsdörffer,Hamburger SV,32,1691,2,66.0,29,14,6,23,7,31,19,74,368,287,17,21,4,17,0.0,0.75,0.11,16,0.85,3.51,1.54,3.94,19.59,15.27,0.9,1.12,0.21,0.9,0.32,1.22,0.37,1.65,1.01,0.0
69,86,Forward,2. Bundesliga,M. Ševčík,1. FC Nürnberg,10,76,0,2.0,1,1,2,1,0,0,1,3,25,15,7,0,0,0,0.0,1.18,0.0,1,1.18,2.37,1.18,3.55,29.61,17.76,8.29,0.0,0.0,0.0,2.37,1.18,0.0,0.0,1.18,0.0
70,87,Forward,2. Bundesliga,D. Yokota,Hannover 96,26,1755,2,35.0,11,4,26,7,9,4,13,124,675,543,36,32,7,42,0.0,0.21,0.1,6,0.31,1.79,0.56,6.36,34.62,27.85,1.85,1.64,0.36,2.15,1.33,0.36,0.46,0.21,0.67,0.0
71,88,Forward,2. Bundesliga,D. Galjen,SSV Jahn Regensburg,14,191,0,2.0,1,1,6,4,0,3,1,11,38,26,0,0,0,0,0.0,0.47,0.0,1,0.47,0.94,0.47,5.18,17.91,12.25,0.0,0.0,0.0,0.0,2.83,1.88,0.0,1.41,0.47,0.0
72,89,Forward,2. Bundesliga,D. Downs,Hamburger SV,29,1726,2,56.0,23,9,9,8,2,34,13,57,206,144,4,8,5,14,0.0,0.47,0.1,11,0.57,2.92,1.2,2.97,10.74,7.51,0.21,0.42,0.26,0.73,0.47,0.42,0.1,1.77,0.68,0.0
73,90,Forward,2. Bundesliga,E. Højlund,FC Schalke 04,11,272,0,8.0,1,0,4,1,1,13,1,24,86,55,1,2,0,1,0.0,0.0,0.0,0,0.0,2.65,0.33,7.94,28.46,18.2,0.33,0.66,0.0,0.33,1.32,0.33,0.33,4.3,0.33,0.0
74,92,Forward,2. Bundesliga,F. Baldé,Hamburger SV,25,676,3,9.0,4,1,11,12,2,8,2,33,167,137,11,30,5,15,0.0,0.13,0.4,4,0.53,1.2,0.53,4.39,22.23,18.24,1.46,3.99,0.67,2.0,1.46,1.6,0.27,1.07,0.27,0.0
75,93,Forward,2. Bundesliga,D. Forkel,SSV Jahn Regensburg,11,221,0,6.0,3,0,7,5,0,4,1,14,29,17,1,2,0,2,0.0,0.0,0.0,0,0.0,2.44,1.22,5.7,11.81,6.92,0.41,0.81,0.0,0.81,2.85,2.04,0.0,1.63,0.41,0.0
76,100,Goalkeeper,2. Bundesliga,D. Heuer Fernandes,Hamburger SV,31,2790,0,0.0,0,0,0,28,1,6,0,10,1351,1157,351,0,0,1,77.0,0.0,0.0,0,0.0,0.0,0.0,0.32,43.58,37.32,11.32,0.0,0.0,0.03,0.0,0.9,0.03,0.19,0.0,2.48
77,101,Goalkeeper,2. Bundesliga,M. Schuhen,Darmstadt 98,34,3051,0,0.0,0,0,1,23,1,3,0,6,1098,836,478,0,0,0,103.0,0.0,0.0,0,0.0,0.0,0.0,0.18,32.39,24.66,14.1,0.0,0.0,0.0,0.03,0.68,0.03,0.09,0.0,3.04
78,102,Goalkeeper,2. Bundesliga,C. Mathenia,1. FC Nürnberg,30,90,0,0.0,0,0,0,1,0,0,0,1,56,50,10,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,56.0,50.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
79,103,Goalkeeper,2. Bundesliga,L. Karius,FC Schalke 04,7,315,0,0.0,0,0,0,8,0,1,0,2,122,70,77,0,0,0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.57,34.86,20.0,22.0,0.0,0.0,0.0,0.0,2.29,0.0,0.29,0.0,4.57
80,105,Goalkeeper,2. Bundesliga,J. Pollersbeck,SSV Jahn Regensburg,29,900,0,0.0,0,0,0,5,0,4,0,5,327,175,250,0,0,0,37.0,0.0,0.0,0,0.0,0.0,0.0,0.5,32.7,17.5,25.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,3.7
81,107,Goalkeeper,2. Bundesliga,M. Schubert,SC Paderborn 07,33,1052,0,0.0,0,0,0,14,0,1,0,1,345,253,147,0,0,0,29.0,0.0,0.0,0,0.0,0.0,0.0,0.09,29.52,21.64,12.58,0.0,0.0,0.0,0.0,1.2,0.0,0.09,0.0,2.48
82,108,Goalkeeper,2. Bundesliga,F. Kastenmeier,Fortuna Düsseldorf,34,3051,0,0.0,0,0,0,44,0,14,0,19,1550,1217,644,0,1,4,127.0,0.0,0.0,0,0.0,0.0,0.0,0.56,45.72,35.9,19.0,0.0,0.03,0.12,0.0,1.3,0.0,0.41,0.0,3.75
83,110,Goalkeeper,2. Bundesliga,L. Grill,SG Dynamo Dresden,32,959,0,0.0,0,0,0,11,1,3,0,3,361,219,203,0,0,0,25.0,0.0,0.0,0,0.0,0.0,0.0,0.28,33.88,20.55,19.05,0.0,0.0,0.0,0.0,1.03,0.09,0.28,0.0,2.35
84,112,Goalkeeper,2. Bundesliga,F. Gebhardt,SSV Jahn Regensburg,33,2150,0,0.0,0,0,0,24,0,5,0,6,788,526,444,0,0,0,68.0,0.0,0.0,0,0.0,0.0,0.0,0.25,32.99,22.02,18.59,0.0,0.0,0.0,0.0,1.0,0.0,0.21,0.0,2.85
85,114,Goalkeeper,2. Bundesliga,J. Reichert,1. FC Nürnberg,32,2790,0,0.0,0,0,0,33,0,15,0,15,1027,827,356,0,0,0,99.0,0.0,0.0,0,0.0,0.0,0.0,0.48,33.13,26.68,11.48,0.0,0.0,0.0,0.0,1.06,0.0,0.48,0.0,3.19
86,119,Midfielder,2. Bundesliga,D. Soares,1. FC Nürnberg,31,1514,2,15.0,1,1,51,31,26,13,7,89,759,604,83,33,5,16,0.0,0.06,0.12,3,0.18,0.89,0.06,5.29,45.12,35.9,4.93,1.96,0.3,0.95,3.03,1.84,1.55,0.77,0.42,0.0
87,120,Midfielder,2. Bundesliga,A. Geipl,SSV Jahn Regensburg,31,1744,0,13.0,2,0,39,30,31,15,4,72,556,412,91,77,1,24,0.0,0.0,0.0,0,0.0,0.67,0.1,3.72,28.69,21.26,4.7,3.97,0.05,1.24,2.01,1.55,1.6,0.77,0.21,0.0
